"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ESP","Spain","EMPGG","Employment in general government","2011","2011",3041,,
"ESP","Spain","EMPGG","Employment in general government","2012","2012",2968,,
"ESP","Spain","EMPGG","Employment in general government","2013","2013",2978,,
"ESP","Spain","EMPGG","Employment in general government","2014","2014",2977,,
"ESP","Spain","EMPGG","Employment in general government","2015","2015",2998,,
"ESP","Spain","EMPGG","Employment in general government","2016","2016",3013,,
"ESP","Spain","EMPGG","Employment in general government","2017","2017",3038,,
"ESP","Spain","EMPGG","Employment in general government","2018","2018",3102,,
"ESP","Spain","EMPGG","Employment in general government","2019","2019",3157,,
"ESP","Spain","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",36,,
"ESP","Spain","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",41.1,,
"ESP","Spain","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",39.1,,
"ESP","Spain","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",41.1,,
"ESP","Spain","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",44,,
"ESP","Spain","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",30.8,,
"ESP","Spain","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",30.8,,
"ESP","Spain","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",38.5,,
"ESP","Spain","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",64.7,,
"ESP","Spain","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",50,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",30.41,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",29.59,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",29.57,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",29.2,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",28.65,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",28.68,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",28.66,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",28.6,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",28.81,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",29.08,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",28.88,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",28.68,,
"SWE","Sweden","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",28.66,,
"SWE","Sweden","EMPGG","Employment in general government","2007","2007",1376,,
"SWE","Sweden","EMPGG","Employment in general government","2008","2008",1348,,
"SWE","Sweden","EMPGG","Employment in general government","2009","2009",1319,,
"SWE","Sweden","EMPGG","Employment in general government","2010","2010",1311,,
"SWE","Sweden","EMPGG","Employment in general government","2011","2011",1316,,
"SWE","Sweden","EMPGG","Employment in general government","2012","2012",1327,,
"SWE","Sweden","EMPGG","Employment in general government","2013","2013",1339,,
"SWE","Sweden","EMPGG","Employment in general government","2014","2014",1355,,
"SWE","Sweden","EMPGG","Employment in general government","2015","2015",1385,,
"SWE","Sweden","EMPGG","Employment in general government","2016","2016",1424,,
"SWE","Sweden","EMPGG","Employment in general government","2017","2017",1449,,
"SWE","Sweden","EMPGG","Employment in general government","2018","2018",1462,,
"SWE","Sweden","EMPGG","Employment in general government","2019","2019",1470,,
"SWE","Sweden","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",44.7,,
"SWE","Sweden","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",43.6,,
"SWE","Sweden","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",43.6,,
"SWE","Sweden","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",47.3,,
"SWE","Sweden","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",47,,
"SWE","Sweden","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",52.2,,
"SWE","Sweden","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",52.2,,
"SWE","Sweden","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",52.2,,
"SWE","Sweden","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",54.5,,
"SWE","Sweden","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",57.14,,
"CHE","Switzerland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",9.85,,
"CHE","Switzerland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",9.87,,
"CHE","Switzerland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",9.89,,
"CHE","Switzerland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",9.93,,
"CHE","Switzerland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",10.09,,
"CHE","Switzerland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",10.12,,
"CHE","Switzerland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",10.1,,
"CHE","Switzerland","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",10.15,,
"CHE","Switzerland","EMPGG","Employment in general government","2011","2011",479.75,,
"CHE","Switzerland","EMPGG","Employment in general government","2012","2012",485.55,,
"CHE","Switzerland","EMPGG","Employment in general government","2013","2013",492.84,,
"CHE","Switzerland","EMPGG","Employment in general government","2014","2014",501.23,,
"CHE","Switzerland","EMPGG","Employment in general government","2015","2015",512.53,,
"CHE","Switzerland","EMPGG","Employment in general government","2016","2016",517.96,,
"CHE","Switzerland","EMPGG","Employment in general government","2017","2017",523.05,,
"CHE","Switzerland","EMPGG","Employment in general government","2018","2018",532.86,,
"CHE","Switzerland","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",28.5,,
"CHE","Switzerland","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",32,,
"CHE","Switzerland","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",32.5,,
"CHE","Switzerland","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",32.5,,
"CHE","Switzerland","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",42,,
"CHE","Switzerland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",42.9,,
"CHE","Switzerland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",42.9,,
"CHE","Switzerland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",28.6,,
"CHE","Switzerland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",42.9,,
"CHE","Switzerland","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",42.86,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",13.09,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",12.91,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",13.13,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010",12.66,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011",12.29,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012",12.45,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013",12.6,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014",11.09,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015",11.18,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2016","2016",11.18,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2017","2017",10.77,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2018","2018",11.94,,
"TUR","Türkiye","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2019","2019",13.06,,
"TUR","Türkiye","EMPGG","Employment in general government","2007","2007",2645.1,,
"TUR","Türkiye","EMPGG","Employment in general government","2008","2008",2659.8,,
"TUR","Türkiye","EMPGG","Employment in general government","2009","2009",2706.8,,
"TUR","Türkiye","EMPGG","Employment in general government","2010","2010",2767.7,,
"TUR","Türkiye","EMPGG","Employment in general government","2011","2011",2859.1,,
"TUR","Türkiye","EMPGG","Employment in general government","2012","2012",2979.2,,
"TUR","Türkiye","EMPGG","Employment in general government","2013","2013",3099.2,,
"TUR","Türkiye","EMPGG","Employment in general government","2014","2014",2874.8,,
"TUR","Türkiye","EMPGG","Employment in general government","2015","2015",2976.9,,
"TUR","Türkiye","EMPGG","Employment in general government","2016","2016",3041.1,,
"TUR","Türkiye","EMPGG","Employment in general government","2017","2017",3036.3,,
"TUR","Türkiye","EMPGG","Employment in general government","2018","2018",3431.3,,
"TUR","Türkiye","EMPGG","Employment in general government","2019","2019",3666.6,,
"TUR","Türkiye","EMPW_PARL","Gender equality in parliament, percentage of women","2012","2012",14.2,,
"TUR","Türkiye","EMPW_PARL","Gender equality in parliament, percentage of women","2015","2015",14.9,,
"TUR","Türkiye","EMPW_PARL","Gender equality in parliament, percentage of women","2017","2017",14.9,,
"TUR","Türkiye","EMPW_PARL","Gender equality in parliament, percentage of women","2019","2019",17.4,,
"TUR","Türkiye","EMPW_PARL","Gender equality in parliament, percentage of women","2021","2021",17.3,,
"TUR","Türkiye","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2012","2012",4,,
"TUR","Türkiye","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2015","2015",4,,
"TUR","Türkiye","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2017","2017",3.8,,
"TUR","Türkiye","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2019","2019",12.5,,
"TUR","Türkiye","EMPW_MIN","Gender equality in ministerial positions, percentage of women","2021","2021",12.5,,
"GBR","United Kingdom","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007",19.27,,
"GBR","United Kingdom","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008",19.1,,
"GBR","United Kingdom","EMPGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009",19.7,,
